price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,text
395000,3,2,1890,2,Нет,0,3,1890,0,1994,0,47.7277,-121.962,Год експлуатации: 1994<br>Цена: 395000<br>Общая площадь: 1890
485000,4,1,1600,1,Нет,0,4,1600,0,1916,0,47.6648,-122.34299999999999,Год експлуатации: 1916<br>Цена: 485000<br>Общая площадь: 1600
189000,2,1,1200,1,Нет,0,4,1200,0,1921,0,47.3089,-122.21,Год експлуатации: 1921<br>Цена: 189000<br>Общая площадь: 1200
230000,3,1,1250,1,Нет,0,4,1250,0,1969,0,47.3343,-122.306,Год експлуатации: 1969<br>Цена: 230000<br>Общая площадь: 1250
385000,4,2,1620,1,Нет,0,4,860,760,1947,0,47.7025,-122.34100000000001,Год експлуатации: 1947<br>Цена: 385000<br>Общая площадь: 1620
2000000,3,3,3050,1,Нет,4,3,2330,720,1968,0,47.5316,-122.23299999999999,Год експлуатации: 1968<br>Цена: 2000000<br>Общая площадь: 3050
285000,5,2,2270,2,Нет,0,3,2270,0,1995,0,47.3266,-122.169,Год експлуатации: 1995<br>Цена: 285000<br>Общая площадь: 2270
252700,2,2,1070,1,Нет,0,3,1070,0,1985,0,47.3533,-122.166,Год експлуатации: 1985<br>Цена: 252700<br>Общая площадь: 1070
329000,3,2,2450,2,Нет,0,4,2450,0,1985,0,47.3739,-122.17200000000001,Год експлуатации: 1985<br>Цена: 329000<br>Общая площадь: 2450
233000,3,2,1710,1,Нет,0,5,1710,0,1941,0,47.3048,-122.21799999999999,Год експлуатации: 1941<br>Цена: 233000<br>Общая площадь: 1710
937000,3,2,2450,2,Нет,0,3,1750,700,1915,0,47.6386,-122.36,Год експлуатации: 1915<br>Цена: 937000<br>Общая площадь: 2450
667000,3,1,1400,1,Нет,0,5,1400,0,1909,0,47.6221,-122.314,Год експлуатации: 1909<br>Цена: 667000<br>Общая площадь: 1400
438000,3,2,1520,1,Нет,0,3,790,730,1948,0,47.695,-122.304,Год експлуатации: 1948<br>Цена: 438000<br>Общая площадь: 1520
719000,4,2,2570,2,Нет,0,3,2570,0,2005,0,47.7073,-122.11,Год експлуатации: 2005<br>Цена: 719000<br>Общая площадь: 2570
580500,3,2,2320,2,Нет,0,3,2320,0,2003,0,47.5391,-122.07,Год експлуатации: 2003<br>Цена: 580500<br>Общая площадь: 2320
280000,2,2,1190,3,Нет,0,3,1190,0,2005,0,47.7274,-122.35700000000001,Год експлуатации: 2005<br>Цена: 280000<br>Общая площадь: 1190
687500,4,2,2330,1,Нет,0,4,1510,820,1929,0,47.6823,-122.368,Год експлуатации: 1929<br>Цена: 687500<br>Общая площадь: 2330
535000,3,1,1090,1,Нет,0,4,1090,0,1929,0,47.6889,-122.375,Год експлуатации: 1929<br>Цена: 535000<br>Общая площадь: 1090
322500,4,3,2060,1,Нет,0,3,1280,780,1981,0,47.4276,-122.15700000000001,Год експлуатации: 1981<br>Цена: 322500<br>Общая площадь: 2060
696000,3,2,2300,1,Нет,0,3,1510,790,1930,2002,47.6827,-122.31,Год експлуатации: 1930<br>Цена: 696000<br>Общая площадь: 2300
550000,4,1,1660,1,Нет,0,1,930,730,1933,0,47.6621,-122.132,Год експлуатации: 1933<br>Цена: 550000<br>Общая площадь: 1660
640000,4,2,2360,2,Нет,0,4,2360,0,1904,0,47.6702,-122.36200000000001,Год експлуатации: 1904<br>Цена: 640000<br>Общая площадь: 2360
240000,4,1,1220,1,Нет,0,2,890,330,1969,0,47.3341,-122.28200000000001,Год експлуатации: 1969<br>Цена: 240000<br>Общая площадь: 1220
605000,4,2,2620,2,Нет,0,3,2620,0,1996,0,47.5301,-122.18,Год експлуатации: 1996<br>Цена: 605000<br>Общая площадь: 2620
625000,4,2,2570,2,Нет,0,3,2570,0,2000,0,47.6145,-122.027,Год експлуатации: 2000<br>Цена: 625000<br>Общая площадь: 2570
775000,4,2,4220,1,Нет,0,3,2600,1620,1984,0,47.445,-122.34700000000001,Год експлуатации: 1984<br>Цена: 775000<br>Общая площадь: 4220
861990,5,3,3595,2,Нет,0,3,3595,0,2014,0,47.6848,-122.016,Год експлуатации: 2014<br>Цена: 861990<br>Общая площадь: 3595
685000,3,1,1570,2,Нет,0,3,1570,0,1922,0,47.6413,-122.36399999999999,Год експлуатации: 1922<br>Цена: 685000<br>Общая площадь: 1570
309000,3,1,1280,1,Нет,0,4,920,360,1959,0,47.4485,-122.175,Год експлуатации: 1959<br>Цена: 309000<br>Общая площадь: 1280
488000,3,2,3160,2,Нет,0,3,3160,0,2003,0,47.7443,-121.977,Год експлуатации: 2003<br>Цена: 488000<br>Общая площадь: 3160
210490,3,1,990,1,Нет,0,3,990,0,1966,0,47.3066,-122.37100000000001,Год експлуатации: 1966<br>Цена: 210490<br>Общая площадь: 990
785000,4,2,2290,2,Нет,0,4,2290,0,1981,0,47.6194,-122.15100000000001,Год експлуатации: 1981<br>Цена: 785000<br>Общая площадь: 2290
450000,3,2,1250,1,Нет,0,4,1250,0,1953,0,47.6796,-122.301,Год експлуатации: 1953<br>Цена: 450000<br>Общая площадь: 1250
1350000,3,2,2753,1,Да,2,5,2165,588,1953,0,47.4041,-122.45100000000001,Год експлуатации: 1953<br>Цена: 1350000<br>Общая площадь: 2753
228000,3,1,1190,1,Нет,0,3,1190,0,1955,0,47.4258,-122.322,Год експлуатации: 1955<br>Цена: 228000<br>Общая площадь: 1190
345000,5,2,3150,1,Нет,0,4,1640,1510,1966,0,47.4934,-122.189,Год експлуатации: 1966<br>Цена: 345000<br>Общая площадь: 3150
600000,3,2,1410,1,Нет,0,4,1000,410,1950,0,47.6808,-122.384,Год експлуатации: 1950<br>Цена: 600000<br>Общая площадь: 1410
585000,2,2,1980,1,Нет,0,3,990,990,1981,0,47.6989,-122.369,Год експлуатации: 1981<br>Цена: 585000<br>Общая площадь: 1980
920000,5,2,2730,1,Нет,0,3,2130,600,1927,0,47.6571,-122.281,Год експлуатации: 1927<br>Цена: 920000<br>Общая площадь: 2730
885000,4,2,2830,2,Нет,0,3,2830,0,1995,0,47.6597,-122.29,Год експлуатации: 1995<br>Цена: 885000<br>Общая площадь: 2830
292500,4,2,2250,2,Нет,0,3,2250,0,2008,0,47.3663,-122.11399999999999,Год експлуатации: 2008<br>Цена: 292500<br>Общая площадь: 2250
301000,3,2,2420,2,Нет,0,3,2420,0,2003,0,47.3663,-122.12200000000001,Год експлуатации: 2003<br>Цена: 301000<br>Общая площадь: 2420
951000,5,3,3250,2,Нет,4,4,3250,0,1968,0,47.588,-122.116,Год експлуатации: 1968<br>Цена: 951000<br>Общая площадь: 3250
430000,4,3,1850,2,Нет,0,3,1850,0,1991,0,47.5059,-122.149,Год експлуатации: 1991<br>Цена: 430000<br>Общая площадь: 1850
650000,3,2,2150,1,Нет,3,4,1590,560,1959,0,47.4336,-122.339,Год експлуатации: 1959<br>Цена: 650000<br>Общая площадь: 2150
289000,3,2,1260,1,Нет,0,3,1260,0,1954,0,47.4366,-122.335,Год експлуатации: 1954<br>Цена: 289000<br>Общая площадь: 1260
505000,3,2,2519,2,Нет,0,5,2519,0,1973,0,47.4428,-122.344,Год експлуатации: 1973<br>Цена: 505000<br>Общая площадь: 2519
549000,3,2,1540,3,Нет,0,3,1540,0,2014,0,47.6765,-122.32,Год експлуатации: 2014<br>Цена: 549000<br>Общая площадь: 1540
425000,3,2,1660,1,Нет,0,3,1110,550,1979,0,47.6113,-122.29700000000001,Год експлуатации: 1979<br>Цена: 425000<br>Общая площадь: 1660
317625,3,3,2770,1,Нет,0,5,1770,1000,1925,0,47.5747,-122.304,Год експлуатации: 1925<br>Цена: 317625<br>Общая площадь: 2770
975000,4,2,2720,2,Нет,0,3,2720,0,1989,0,47.5815,-122.19200000000001,Год експлуатации: 1989<br>Цена: 975000<br>Общая площадь: 2720
287000,4,2,2240,2,Нет,0,3,2240,0,2005,0,47.3378,-122.257,Год експлуатации: 2005<br>Цена: 287000<br>Общая площадь: 2240
204000,3,1,1000,1,Нет,0,4,1000,0,1968,0,47.3621,-122.11,Год експлуатации: 1968<br>Цена: 204000<br>Общая площадь: 1000
1325000,5,2,3200,1,Нет,0,3,1600,1600,1965,0,47.6303,-122.215,Год експлуатации: 1965<br>Цена: 1325000<br>Общая площадь: 3200
1040000,5,3,4770,1,Нет,0,4,3070,1700,1973,0,47.6525,-122.16,Год експлуатации: 1973<br>Цена: 1040000<br>Общая площадь: 4770
325000,3,2,1260,1,Нет,0,4,1260,0,1972,0,47.7362,-122.179,Год експлуатации: 1972<br>Цена: 325000<br>Общая площадь: 1260
571000,4,2,2750,1,Нет,0,5,2250,500,1916,0,47.7168,-122.287,Год експлуатации: 1916<br>Цена: 571000<br>Общая площадь: 2750
360000,4,2,2380,2,Нет,0,3,2380,0,2005,0,47.3608,-122.036,Год експлуатации: 2005<br>Цена: 360000<br>Общая площадь: 2380
349000,3,2,1790,1,Нет,0,5,1090,700,1965,0,47.3511,-122.073,Год експлуатации: 1965<br>Цена: 349000<br>Общая площадь: 1790
832500,4,4,3430,2,Нет,0,4,2390,1040,1986,0,47.5822,-121.98700000000001,Год експлуатации: 1986<br>Цена: 832500<br>Общая площадь: 3430
380000,4,2,1760,1,Нет,0,3,880,880,1956,0,47.6034,-122.125,Год експлуатации: 1956<br>Цена: 380000<br>Общая площадь: 1760
480000,3,1,1040,1,Нет,0,3,1040,0,1941,0,47.5636,-122.39399999999999,Год експлуатации: 1941<br>Цена: 480000<br>Общая площадь: 1040
410000,3,1,1410,1,Нет,0,4,910,500,1956,0,47.7073,-122.34,Год експлуатации: 1956<br>Цена: 410000<br>Общая площадь: 1410
720000,4,2,3450,2,Нет,0,3,3450,0,2002,0,47.342,-122.025,Год експлуатации: 2002<br>Цена: 720000<br>Общая площадь: 3450
390000,3,2,2350,2,Нет,0,3,2350,0,2003,0,47.3512,-122.008,Год експлуатации: 2003<br>Цена: 390000<br>Общая площадь: 2350
360000,4,2,1900,2,Нет,0,3,1900,0,1992,0,47.349,-122.031,Год експлуатации: 1992<br>Цена: 360000<br>Общая площадь: 1900
355000,2,1,2020,1,Нет,0,3,1010,1010,1948,0,47.5474,-122.291,Год експлуатации: 1948<br>Цена: 355000<br>Общая площадь: 2020
356000,3,2,1680,1,Нет,0,3,1680,0,1964,0,47.4811,-122.149,Год експлуатации: 1964<br>Цена: 356000<br>Общая площадь: 1680
315000,3,1,960,1,Нет,0,3,960,0,1952,0,47.7264,-122.31,Год експлуатации: 1952<br>Цена: 315000<br>Общая площадь: 960
940000,3,2,2140,2,Нет,0,3,1900,240,1925,0,47.6337,-122.365,Год експлуатации: 1925<br>Цена: 940000<br>Общая площадь: 2140
305000,5,2,2660,1,Нет,0,5,2660,0,1961,0,47.2909,-122.189,Год експлуатации: 1961<br>Цена: 305000<br>Общая площадь: 2660
461000,3,3,2770,2,Нет,0,3,1980,790,2006,0,47.5228,-122.199,Год експлуатации: 2006<br>Цена: 461000<br>Общая площадь: 2770
215000,2,2,1610,2,Нет,0,4,1610,0,1979,0,47.518,-122.194,Год експлуатации: 1979<br>Цена: 215000<br>Общая площадь: 1610
335000,2,2,1030,2,Нет,0,3,765,265,2006,0,47.5394,-122.387,Год експлуатации: 2006<br>Цена: 335000<br>Общая площадь: 1030
243500,4,2,1980,2,Нет,0,3,1980,0,1988,0,47.2897,-122.37200000000001,Год експлуатации: 1988<br>Цена: 243500<br>Общая площадь: 1980
1099880,5,3,3520,2,Нет,0,4,3520,0,2001,0,47.6506,-122.391,Год експлуатации: 2001<br>Цена: 1099880<br>Общая площадь: 3520
153000,3,1,1200,1,Нет,0,3,1200,0,1962,0,47.321999999999996,-122.351,Год експлуатации: 1962<br>Цена: 153000<br>Общая площадь: 1200
430000,3,2,1580,1,Нет,0,3,1290,290,1939,0,47.687,-122.38600000000001,Год експлуатации: 1939<br>Цена: 430000<br>Общая площадь: 1580
700000,3,2,1580,1,Нет,0,3,1290,290,1939,0,47.687,-122.38600000000001,Год експлуатации: 1939<br>Цена: 700000<br>Общая площадь: 1580
905000,4,2,3300,1,Нет,0,3,2390,910,1946,1991,47.5873,-122.249,Год експлуатации: 1946<br>Цена: 905000<br>Общая площадь: 3300
247500,3,2,1960,1,Нет,0,3,1960,0,1967,0,47.3576,-122.277,Год експлуатации: 1967<br>Цена: 247500<br>Общая площадь: 1960
199000,4,2,1160,1,Нет,0,4,1160,0,1975,0,47.3036,-122.37799999999999,Год експлуатации: 1975<br>Цена: 199000<br>Общая площадь: 1160
314000,3,2,1810,1,Нет,0,5,1210,600,1980,0,47.4109,-121.958,Год експлуатации: 1980<br>Цена: 314000<br>Общая площадь: 1810
437500,3,2,2320,2,Нет,2,3,2320,0,1992,0,47.4838,-121.714,Год експлуатации: 1992<br>Цена: 437500<br>Общая площадь: 2320
850830,3,2,2070,1,Нет,0,5,1270,800,1910,0,47.6415,-122.315,Год експлуатации: 1910<br>Цена: 850830<br>Общая площадь: 2070
555000,3,2,1980,1,Нет,0,4,1440,540,1929,0,47.6775,-122.37200000000001,Год експлуатации: 1929<br>Цена: 555000<br>Общая площадь: 1980
699950,3,2,2190,2,Нет,0,4,2190,0,1983,0,47.7731,-122.08,Год експлуатации: 1983<br>Цена: 699950<br>Общая площадь: 2190
1088000,3,2,2920,2,Нет,0,3,2920,0,1950,2010,47.5814,-122.196,Год експлуатации: 1950<br>Цена: 1088000<br>Общая площадь: 2920
290000,3,1,1210,1,Нет,0,3,1210,0,1954,0,47.4375,-122.184,Год експлуатации: 1954<br>Цена: 290000<br>Общая площадь: 1210
375000,3,2,2340,1,Нет,0,4,1460,880,1978,0,47.4431,-122.133,Год експлуатации: 1978<br>Цена: 375000<br>Общая площадь: 2340
460000,3,1,1670,1,Нет,0,4,1170,500,1939,0,47.6878,-122.38,Год експлуатации: 1939<br>Цена: 460000<br>Общая площадь: 1670
188500,2,2,1240,1,Нет,0,4,1240,0,1985,0,47.3813,-122.322,Год експлуатации: 1985<br>Цена: 188500<br>Общая площадь: 1240
680000,4,2,3140,2,Нет,0,4,3140,0,1991,0,47.7304,-122.08200000000001,Год експлуатации: 1991<br>Цена: 680000<br>Общая площадь: 3140
470000,5,2,2030,2,Нет,0,4,2030,0,1942,0,47.6417,-122.109,Год експлуатации: 1942<br>Цена: 470000<br>Общая площадь: 2030
597750,4,2,2310,2,Нет,0,3,2310,0,1984,0,47.5386,-122.053,Год експлуатации: 1984<br>Цена: 597750<br>Общая площадь: 2310
570000,3,2,1260,1,Нет,0,5,700,560,1905,0,47.6823,-122.34899999999999,Год експлуатации: 1905<br>Цена: 570000<br>Общая площадь: 1260
272500,3,2,1540,1,Нет,0,4,1160,380,1980,0,47.3624,-122.031,Год експлуатации: 1980<br>Цена: 272500<br>Общая площадь: 1540
329950,3,2,2080,1,Нет,2,3,1080,1000,1971,0,47.5474,-122.295,Год експлуатации: 1971<br>Цена: 329950<br>Общая площадь: 2080
480000,4,2,3230,2,Нет,3,3,2520,710,2001,0,47.3183,-122.25299999999999,Год експлуатации: 2001<br>Цена: 480000<br>Общая площадь: 3230
740500,3,4,4380,2,Нет,0,3,2780,1600,1900,1999,47.6981,-122.368,Год експлуатации: 1900<br>Цена: 740500<br>Общая площадь: 4380
518500,3,4,1590,3,Нет,0,3,1590,0,2010,0,47.6824,-122.34700000000001,Год експлуатации: 2010<br>Цена: 518500<br>Общая площадь: 1590
205425,2,1,880,1,Нет,0,4,880,0,1945,0,47.5009,-122.24799999999999,Год експлуатации: 1945<br>Цена: 205425<br>Общая площадь: 880
171800,4,2,1570,1,Нет,0,3,1570,0,1950,0,47.4965,-122.303,Год експлуатации: 1950<br>Цена: 171800<br>Общая площадь: 1570
535000,4,1,1610,1,Нет,0,4,1610,0,1925,0,47.586999999999996,-122.294,Год експлуатации: 1925<br>Цена: 535000<br>Общая площадь: 1610
660000,3,2,2400,1,Нет,2,3,1560,840,1964,0,47.7728,-122.38600000000001,Год експлуатации: 1964<br>Цена: 660000<br>Общая площадь: 2400
391500,3,2,1450,1,Нет,0,3,1450,0,1987,0,47.7288,-122.226,Год експлуатации: 1987<br>Цена: 391500<br>Общая площадь: 1450
395000,2,1,770,1,Нет,0,3,770,0,1953,0,47.6999,-122.36399999999999,Год експлуатации: 1953<br>Цена: 395000<br>Общая площадь: 770
445000,4,2,2100,1,Нет,0,5,1720,380,1924,0,47.5299,-122.266,Год експлуатации: 1924<br>Цена: 445000<br>Общая площадь: 2100
770000,3,2,2910,2,Нет,0,3,2910,0,1990,0,47.6897,-122.098,Год експлуатации: 1990<br>Цена: 770000<br>Общая площадь: 2910
1450000,4,3,2750,1,Нет,0,3,1980,770,1914,1992,47.6141,-122.212,Год експлуатации: 1914<br>Цена: 1450000<br>Общая площадь: 2750
445000,3,2,2100,1,Нет,2,3,1620,480,1967,0,47.5091,-122.244,Год експлуатации: 1967<br>Цена: 445000<br>Общая площадь: 2100
260000,4,2,2160,1,Нет,0,3,1360,800,1978,0,47.3129,-122.39,Год експлуатации: 1978<br>Цена: 260000<br>Общая площадь: 2160
822500,5,4,2320,2,Нет,0,5,1720,600,1926,0,47.6763,-122.352,Год експлуатации: 1926<br>Цена: 822500<br>Общая площадь: 2320
430000,4,2,2070,2,Нет,0,3,2070,0,2004,0,47.5319,-121.85,Год експлуатации: 2004<br>Цена: 430000<br>Общая площадь: 2070
212000,3,2,1060,1,Нет,0,4,1060,0,1986,0,47.2761,-122.152,Год експлуатации: 1986<br>Цена: 212000<br>Общая площадь: 1060
660500,4,2,2010,1,Нет,0,3,1440,570,1986,0,47.5343,-122.054,Год експлуатации: 1986<br>Цена: 660500<br>Общая площадь: 2010
784000,3,4,3950,1,Нет,0,3,2460,1490,1989,0,47.696999999999996,-122.072,Год експлуатации: 1989<br>Цена: 784000<br>Общая площадь: 3950
453246,3,2,2010,2,Нет,0,3,1390,620,2014,0,47.5517,-121.99799999999999,Год експлуатации: 2014<br>Цена: 453246<br>Общая площадь: 2010
675000,4,4,2140,3,Нет,0,3,2140,0,2005,0,47.6734,-122.38,Год експлуатации: 2005<br>Цена: 675000<br>Общая площадь: 2140
199000,3,2,1320,1,Нет,0,4,1320,0,1956,0,47.3257,-122.296,Год експлуатации: 1956<br>Цена: 199000<br>Общая площадь: 1320
220000,4,2,2020,1,Нет,0,3,1010,1010,1968,0,47.3309,-122.29899999999999,Год експлуатации: 1968<br>Цена: 220000<br>Общая площадь: 2020
452000,4,2,2590,1,Нет,0,4,1340,1250,1968,0,47.7689,-122.266,Год експлуатации: 1968<br>Цена: 452000<br>Общая площадь: 2590
382500,2,1,1190,1,Нет,0,3,1190,0,1981,0,47.7135,-122.287,Год експлуатации: 1981<br>Цена: 382500<br>Общая площадь: 1190
519950,3,2,1170,3,Нет,0,3,1170,0,2014,0,47.6722,-122.381,Год експлуатации: 2014<br>Цена: 519950<br>Общая площадь: 1170
665000,2,1,1110,1,Нет,0,3,1110,0,1925,0,47.6338,-122.35799999999999,Год експлуатации: 1925<br>Цена: 665000<br>Общая площадь: 1110
527700,5,2,2820,1,Нет,0,4,1550,1270,1968,0,47.5707,-122.12799999999999,Год експлуатации: 1968<br>Цена: 527700<br>Общая площадь: 2820
205000,3,1,1610,1,Нет,0,4,1010,600,1962,0,47.4563,-122.171,Год експлуатации: 1962<br>Цена: 205000<br>Общая площадь: 1610
420000,3,1,1060,1,Нет,0,4,940,120,1923,0,47.7144,-122.351,Год експлуатации: 1923<br>Цена: 420000<br>Общая площадь: 1060
500000,4,2,2030,1,Нет,0,4,1380,650,1961,0,47.5495,-122.17399999999999,Год експлуатации: 1961<br>Цена: 500000<br>Общая площадь: 2030
921500,4,2,3670,2,Нет,0,4,3670,0,1994,0,47.7421,-122.02600000000001,Год експлуатации: 1994<br>Цена: 921500<br>Общая площадь: 3670
890000,4,1,2550,2,Нет,0,3,2370,180,1905,0,47.6354,-122.353,Год експлуатации: 1905<br>Цена: 890000<br>Общая площадь: 2550
430000,2,2,2420,2,Нет,0,3,2420,0,2007,0,47.5262,-121.943,Год експлуатации: 2007<br>Цена: 430000<br>Общая площадь: 2420
258000,5,2,2260,1,Нет,0,4,1130,1130,1960,0,47.3887,-122.286,Год експлуатации: 1960<br>Цена: 258000<br>Общая площадь: 2260
511000,3,1,1430,1,Нет,0,3,980,450,1947,0,47.6873,-122.336,Год експлуатации: 1947<br>Цена: 511000<br>Общая площадь: 1430
532170,3,2,1360,2,Нет,0,3,1360,0,1990,0,47.6838,-122.353,Год експлуатации: 1990<br>Цена: 532170<br>Общая площадь: 1360
560000,3,1,1110,1,Нет,0,3,1110,0,1947,0,47.655,-122.359,Год експлуатации: 1947<br>Цена: 560000<br>Общая площадь: 1110
282950,3,1,1250,1,Нет,0,4,1250,0,1954,0,47.3255,-122.304,Год експлуатации: 1954<br>Цена: 282950<br>Общая площадь: 1250
2250000,4,3,5180,2,Нет,3,3,3540,1640,2006,0,47.562,-122.162,Год експлуатации: 2006<br>Цена: 2250000<br>Общая площадь: 5180
350000,1,1,700,1,Нет,0,3,700,0,1942,0,47.678999999999995,-122.3,Год експлуатации: 1942<br>Цена: 350000<br>Общая площадь: 700
215000,3,1,1180,1,Нет,0,4,1180,0,1967,0,47.4479,-122.176,Год експлуатации: 1967<br>Цена: 215000<br>Общая площадь: 1180
650000,5,4,3960,2,Нет,0,3,2500,1460,1996,0,47.525,-122.17200000000001,Год експлуатации: 1996<br>Цена: 650000<br>Общая площадь: 3960
320000,4,3,2640,1,Нет,0,3,1620,1020,1967,0,47.3135,-122.369,Год експлуатации: 1967<br>Цена: 320000<br>Общая площадь: 2640
247000,3,2,1270,1,Нет,0,3,1270,0,1916,2013,47.2086,-121.99600000000001,Год експлуатации: 1916<br>Цена: 247000<br>Общая площадь: 1270
320000,4,2,1760,1,Нет,0,4,1760,0,1968,0,47.4715,-122.118,Год експлуатации: 1968<br>Цена: 320000<br>Общая площадь: 1760
255000,5,2,2060,1,Нет,0,3,1030,1030,1962,0,47.4877,-122.335,Год експлуатации: 1962<br>Цена: 255000<br>Общая площадь: 2060
438000,3,2,1780,1,Нет,0,3,1780,0,1962,0,47.7171,-122.193,Год експлуатации: 1962<br>Цена: 438000<br>Общая площадь: 1780
900000,3,2,3400,2,Нет,0,3,3400,0,2000,0,47.6012,-122.023,Год експлуатации: 2000<br>Цена: 900000<br>Общая площадь: 3400
441000,3,3,1910,1,Нет,0,3,1160,750,1979,0,47.7319,-122.22399999999999,Год експлуатации: 1979<br>Цена: 441000<br>Общая площадь: 1910
420000,3,2,2020,1,Нет,0,4,1010,1010,1975,0,47.4582,-122.023,Год експлуатации: 1975<br>Цена: 420000<br>Общая площадь: 2020
370000,3,2,1580,1,Нет,0,3,1180,400,1976,0,47.7209,-122.16799999999999,Год експлуатации: 1976<br>Цена: 370000<br>Общая площадь: 1580
269950,2,2,1340,1,Нет,0,5,700,640,1949,0,47.408,-122.32700000000001,Год експлуатации: 1949<br>Цена: 269950<br>Общая площадь: 1340
807100,4,2,2680,2,Нет,0,3,2680,0,1999,0,47.565,-122.125,Год експлуатации: 1999<br>Цена: 807100<br>Общая площадь: 2680
653000,3,2,2680,1,Нет,0,4,1610,1070,1979,0,47.7028,-122.23100000000001,Год експлуатации: 1979<br>Цена: 653000<br>Общая площадь: 2680
371500,3,2,1370,1,Нет,0,5,1370,0,1964,0,47.7458,-122.331,Год експлуатации: 1964<br>Цена: 371500<br>Общая площадь: 1370
284000,3,2,1560,1,Нет,0,3,1560,0,1954,0,47.4776,-122.337,Год експлуатации: 1954<br>Цена: 284000<br>Общая площадь: 1560
272000,3,2,2160,1,Нет,0,4,1670,490,1978,0,47.3026,-122.374,Год експлуатации: 1978<br>Цена: 272000<br>Общая площадь: 2160
313000,3,2,1340,1,Нет,0,3,1340,0,1955,0,47.7658,-122.339,Год експлуатации: 1955<br>Цена: 313000<br>Общая площадь: 1340
917500,4,2,3880,2,Нет,0,3,2570,1310,1984,0,47.6477,-122.182,Год експлуатации: 1984<br>Цена: 917500<br>Общая площадь: 3880
673000,4,2,2590,2,Нет,0,4,2590,0,1980,0,47.5619,-122.125,Год експлуатации: 1980<br>Цена: 673000<br>Общая площадь: 2590
425000,3,2,1120,2,Нет,0,3,820,300,2008,0,47.6106,-122.31,Год експлуатации: 2008<br>Цена: 425000<br>Общая площадь: 1120
399950,5,3,1970,1,Нет,0,3,1320,650,1986,0,47.5868,-122.30799999999999,Год експлуатации: 1986<br>Цена: 399950<br>Общая площадь: 1970
385000,3,1,1220,1,Нет,0,3,1220,0,1901,0,47.6101,-122.307,Год експлуатации: 1901<br>Цена: 385000<br>Общая площадь: 1220
269950,3,2,1950,1,Нет,2,4,1320,630,1975,0,47.1976,-121.999,Год експлуатации: 1975<br>Цена: 269950<br>Общая площадь: 1950
330000,2,1,1350,1,Нет,0,3,1060,290,1949,0,47.7224,-122.35799999999999,Год експлуатации: 1949<br>Цена: 330000<br>Общая площадь: 1350
260000,3,2,1670,2,Нет,0,3,1670,0,1988,0,47.3505,-122.179,Год експлуатации: 1988<br>Цена: 260000<br>Общая площадь: 1670
470000,4,3,2380,1,Нет,0,4,1680,700,1925,0,47.5384,-122.376,Год експлуатации: 1925<br>Цена: 470000<br>Общая площадь: 2380
